1601039100,1601039100,0,0,2
1601039100,1601039100,0,0,2
1601035500,1601035500,0,0,2
1601032200,1601032200,0,0,2
1601039400,1601039400,0,0,2
1601039100,1601039100,0,0,2
1601037900,1601037900,0,0,2
1601036100,1601036100,0,0,2
1601036700,1601036700,0,0,2
1601007720,1601007720,0,0,2
1601043000,1601043000,0,0,2
1601038200,1601038200,0,0,2
1601038200,1601038200,0,0,2
1601038200,1601038200,0,0,2
1601044200,1601044200,0,0,2
1601045100,1601045100,0,0,2
1601045100,1601045100,0,0,2
1601022000,1601022000,0,0,2
1601020200,1601020200,0,0,2
1601021400,1601021400,0,0,2
1601021400,1601021400,0,0,2
1601021400,1601021400,0,0,2
1601021400,1601021400,0,0,2
1601020800,1601020800,0,0,2
1601022480,1601022480,0,0,2
1601059200,1601059200,0,0,2
1601061300,1601061300,0,0,2
1601057700,1601057700,0,0,2
1601058300,1601058300,0,0,2
1601058900,1601058900,0,0,2
1601074800,1601074800,0,0,2
1601074800,1601074800,0,0,2
1601071800,1601071800,0,0,2
1601071800,1601071800,0,0,2
1601071800,1601071800,0,0,2
1601071800,1601071800,0,0,2
1601071800,1601071800,0,0,2
1601071800,1601071800,0,0,2
1601062200,1601062200,0,0,2
1601062200,1601062200,0,0,2
1601061900,1601061900,0,0,2
1601061900,1601061900,0,0,2
1601061900,1601061900,0,0,2
1601061900,1601061900,0,0,2
1601104500,1601104500,0,0,2
1601050200,1601050200,0,0,2
1601068500,1601068500,0,0,2
1601068500,1601068500,0,0,2
1601035500,1601035500,0,0,2
1601035500,1601035500,0,0,2
1601096700,1601096700,0,0,2
1601021700,1601021700,0,0,2
1601040900,1601040900,0,0,2
1601040900,1601040900,0,0,2
1601025300,1601025300,0,0,2
1601043300,1601043300,0,0,2
1601046600,1601046600,0,0,2
1601041800,1601041800,0,0,2
1601061900,1601061900,0,0,2
1601067600,1601067600,0,0,2
1601067600,1601067600,0,0,2
1601059500,1601059500,0,0,2
1601056500,1601056500,0,0,2
1601058600,1601058600,0,0,2
1601058900,1601058900,0,0,2
1601136300,1601136300,0,0,2
1601058300,1601058300,0,0,2
1601058300,1601058300,0,0,2
1601058000,1601058000,0,0,2
1601014200,1601014200,0,0,2
1601020800,1601020800,0,0,2
1601019900,1601019900,0,0,2
1601046900,1601046900,0,0,2
1601037600,1601037600,0,0,2
1601032500,1601032500,0,0,2
1601032500,1601032500,0,0,2
1601039100,1601039100,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601038500,1601038500,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601036400,1601036400,0,0,2
1601042400,1601042400,0,0,2
1601046000,1601046000,0,0,2
1601046000,1601046000,0,0,2
1601046000,1601046000,0,0,2
1601046000,1601046000,0,0,2
